"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","BOP_ACCOUNTING_ENTRY","INDICATOR","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.STA:BOP(21.0.0)","PHL.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Philippines","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-210.0","-101.0","-7.0","106.0","-172.0","-16.0","-105.0","-9.0","-12.0","-127.0","-307.0","-936.0","-563.0","-530.0","-544.0","-228.0","-864.0","-1289.0","-1079.0","-1335.0","-1086.0","-2127.0","-1114.0","-2115.0","-335.0","-1477.0","-188.0","-109.0","-869.882703265515","-1639.102233358837","2453.941126434965","630.006877976741","-167.4908402066267","1641.779591939986","342.490414415231","957.805177311513","-90.422443464856","1014.348569108594","-99.6505609468141","-5882.813656584015","-6951.71089959074","-5832.900583819083","-5320.42916828775","-3260.102016514299","-9732.24273850623","-5630.95041740811","-5400.018724566731","-6058.204032566397"
"IMF.STA:BOP(21.0.0)","PHL.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Philippines","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-6.0","1.0","-13.0","-4.0","-3.0","-1.0","-7.0","3.0","-5.0","-13.0","-19.0","-50.0","-280.0","50.0","-110.0","-40.0","52.0","-269.0","-1190.0","-5317.0","-591.0","928.0","-3315.0","553.0","-1027.0","-746.0","-562.0","1713.0","-1297.816084012493","-3019.13646613104","-1575.41230469201","1587.166473279716","-2054.057109801423","-4890.306884074062","-3663.239394692682","-3205.030476325616","-1001.143810182871","2708.286753284216","5470.919990759098","1480.20500865797","2454.355418685154","1447.844569318351","-2473.905671183216","-1679.73336583474","10237.12549581884","-1683.741735148556","3544.03320660393","-3629.227212511588"
"IMF.STA:BOP(21.0.0)","BRN.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Brunei Darussalam","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-252.9704530985228","-574.9406865412562","650.0407609290385","1680.709181274414","55.7954042606995","-563.8657628654619","-1038.979913620207","-1301.381290831008","-1453.759603645106","4918.024062414311","4653.088388153533","3463.854822744585","2876.51725790036","4308.779896132808","4507.885910165825","6532.541656041814","1170.674336021808","41.787202866343","355.4158760003352","-201.6556257093704","971.6255795909692","2456.82645374852","1151.379718910416","1685.548146742662"
"IMF.STA:BOP(21.0.0)","BRN.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Brunei Darussalam","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-60.6946436567848","-229.6719556753951","-123.8209111464264","-71.63091172736665","-175.068516562807","-70.38244753968898","-257.6357174883094","-222.184549489168","-325.5868277866289","-479.5205957605043","-703.7517505778394","-859.1071103586578","-778.4123410784895","-573.9066413263411","-171.2891678239948","150.5508273103127","-467.9275503165666","-516.2026206297464","-373.2567672463044","-565.5422754293326","-206.4627393924547","290.1699849408377","55.9279703793758","-29.06301864898848"
"IMF.STA:BOP(21.0.0)","BRN.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Brunei Darussalam","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","179.0577513690983","-8.09785238567297","-60.29210368056502","44.76882586421883","-21.63884720230945","90.21549911284666","-357.937796902529","-87.7900763817859","-139.2710273646292","865.5085072965283","165.8762960741751","565.1763607365378","458.3610413179989","795.7483779811442","336.3697775394012","624.7538673632876","-59.7982788350378","-1436.447401583308","1400.265357049978","1160.723494294878","-240.4504794551777","457.317406841151","-266.3263739363864","729.1741988024725"
"IMF.STA:BOP(21.0.0)","IND.NNAFANIL_T.D_F.USD.A","OBS_VALUE","India","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.32624670516391","7.706430542574236","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-73.53763838853294","-276.5124389738929","-550.0193843675165","-890.6881660192556","-2026.439031092774","-2186.732315378311","-3464.411051974116","-2587.058630282668","-2089.233597062299","-3074.684332477543","-4073.961343304352","-3947.895991543494","-2444.138426158775","-3592.188066406313","-4628.652265342649","-5992.285935497976","-8201.6289576202","-24149.7498297088","-19485.78918268781","-11428.78574578441","-23890.659988138","-15442.44734291204","-26388.08247028724","-22890.16276102144","-36495.21649072419","-39411.27894025377","-28875.94105331432","-30699.66120102583","-37469.94532201524","-53239.69739082424","-27488.54312343801","-35408.00868602695","-14207.62675357914","-2891.247183625229"
"IMF.STA:BOP(21.0.0)","IND.NNAFANIL_T.FAB.USD.A","OBS_VALUE","India","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","-589.1966168347185","1289.477397896409","1666.262148365906","1124.536129839759","353.6277310636944","-2157.064896298834","-3025.913631161313","-2151.587102492179","-2782.920560250407","-1937.803160037259","-3637.436196288842","-4371.781338360875","-5579.763006755985","-7235.128082534297","-7103.708888773875","-7609.590797970278","-3662.668922434213","-3301.76255447875","-2844.906595489297","-74.330780227611","-4734.158766899005","-7877.084103910377","-4260.565815943496","-5518.799200851259","-3222.666344922637","-4269.998572626039","694.885841714119","6868.807535330341","9242.512321899125","1372.061807414421","-10824.55942139612","-8399.404998971599","-6737.296325599087","-29826.2286723715","-26172.85638438933","-56436.07949684731","-64390.52732101489","-90237.73267786528","-48032.18655587168","-29990.26887923432","-22879.78150614866","-11826.63079847272","-38980.35679616638","-64497.72133982067","-31261.60959482373","32923.99451712839","-33088.71891422424","-81422.04176587028","-31924.40442750902","-30938.88684665188"
"IMF.STA:BOP(21.0.0)","IND.NNAFANIL_T.P_F.USD.A","OBS_VALUE","India","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-4.636519762601264","-283.5785119253033","-1369.117146348877","-5491.125009343667","-1590.475624443466","-3958.32233392789","-2555.657283567215","601.1519669126359","-2317.070162808314","-2345.216989304015","-2852.79364226426","-1022.422259929558","-8216.187274337011","-9037.076533617832","-12144.11406790304","-9545.718947233041","-33016.30060535624","15074.790314265","-17756.86024446236","-36875.47107882203","-2664.809741513457","-29285.24014603878","-6857.994918390769","-37740.31860344696","-9486.642829086573","4725.209437404432","-30637.78495751544","9597.939591471633","-24584.11987839267","-15111.70674665553","-5718.199364631319","18702.83636776267","-31025.3247724475","-20814.57100204638"
"IMF.STA:BOP(21.0.0)","DEU.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Germany","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","2147.274362540835","1863.682703155507","4710.787844385246","10538.67441880244","5452.590232185106","4620.84104426865","2987.280810162019","12204.5908253066","-9969.244467817045","-14980.71801789186","-4259.537994684872","1961.384974401976","4471.81117606638","11762.51683145441","20714.02243328431","41331.54435566655","44562.00208363487","54512.00328307631","61540.69330968197","62984.01198723618","-26709.6119921497","-29068.08843916346","-42145.62089810263","-54530.20003635302","-57933.77879991979","-38187.15341069958","-30239.65795005767","-30707.02293120406","-10583.96700109893","-54672.12407793592","-10351.28715884682","-2880.03111889802","37422.44317289239","119171.5642434688","100127.6942465843","178992.2427985028","228600.546754558","158143.0161730733","159554.188552397","97451.56522337644","140369.3086365259","168255.9514299306","267393.0584839795","307517.4535119276","251458.5787358566","297784.5036047883","310423.8631936037","309640.8798146072","224698.4043423684","197166.3416515765","243325.7662854961","162752.3859312374","210856.337544551","274021.2629248246"
"IMF.STA:BOP(21.0.0)","DEU.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Germany","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","96.9328676168243","-92.71750750970968","-138.7573343592692","-54.76941224954845","1490.736256514175","1287.619730307361","1457.079065393746","2336.498531301191","3282.971188739445","4347.667647370995","4182.452427623755","2259.195165662774","1945.566942260022","4135.994596612896","4964.708240986731","8205.604897389761","6640.908620160131","13468.59080041265","8162.668022834039","21480.19263450266","18554.684780402","21230.56003028165","17161.60496957582","12338.68005296248","27779.6435410265","44975.75935533853","30890.96286752392","67478.17846042402","53364.27914293057","-149835.3777735135","13294.43478262873","-34067.39699149927","-26100.67628723225","29478.09777135624","29088.95690437817","60529.91899514779","89805.05843167486","67071.49503135677","43037.32958705148","60605.52228528034","10373.14875844842","33639.17347409408","26093.62145452024","88131.61621835036","56842.20569762963","58421.88779000006","40199.65762022276","50675.92460721719","95880.60415108108","-31910.91832074169","87095.73650158703","63702.0498134611","25873.96000068673","32564.76220025265"
"IMF.STA:BOP(21.0.0)","DEU.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Germany","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","-739.9234837885634","-4629.028933326424","-2627.793279117415","1176.254679378012","1651.367665273816","-1521.225107893689","1318.163370226616","490.3204958274021","-1344.568011860751","3270.224546206713","2185.12986514869","3183.65551866951","-1316.016301013197","-261.790265345437","-1824.036742938846","-23529.18768586706","-4060.867690033844","36335.35861466077","2429.69338636818","1700.17615508114","-23938.10795671309","-32213.2992882174","-120392.7284183876","30831.31497948821","-35770.91089593189","-63013.54657723221","-1018.150898156675","-5358.842888838291","12369.36344329678","150965.1708138049","-26672.41499342024","-63525.96356493663","-60618.87048095883","-19230.78998135091","35609.48248116898","22428.58817907715","-215291.6127375854","-44626.56787618047","119281.0561598671","154086.1280310244","-51469.27711467688","66830.55058732448","209538.9305267187","167003.343430669","213012.8018366447","218090.929462708","223066.7326869218","176504.9078516387","81950.23956861511","28055.5278088582","234724.2072361496","14812.09901093113","1834.8762351703","34336.67697043727"
"IMF.STA:BOP(21.0.0)","CHE.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Switzerland","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-150.5377198480297","362.1764635721506","3305.489138729206","-662.0651318536216","-1046.813789866044","8289.482676142965","6698.840105750569","-14.82912315010891","2616.612137448491","4625.953058498513","6441.318790394427","7066.061998585208","7130.841325672319","11779.03091398937","10425.66642263468","9118.277452699866","20829.38897639799","24225.04906055698","8983.50288771107","1799.191574957257","-1796.820863377858","24211.61262176957","51368.9023124653","31562.71679208083","18590.54385363285","27293.1892564299","-2954.454436526385","56434.46949939668","22567.34047133261","14355.28872690792","37473.01054523641","-9548.642226038242","7382.49080501529","16345.60944120346","-88905.78700905047","127205.288164953","42320.74140436827","130313.3719363154","21246.12995687227","-16493.50745875584","110120.895176276","77315.99722529968"
"IMF.STA:BOP(21.0.0)","CHE.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Switzerland","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7568.467149310147","13118.9440918551","11517.23827485454","11687.59480345072","6860.662938697533","15598.87208102302","6173.95205452679","7316.305035568556","8442.386935951568","4191.967388168061","11236.65077706306","12339.91662680243","10791.38713571832","11198.00358730409","11903.20724783382","19973.7831133383","18065.1725188084","17726.35296311123","11103.5453355725","30063.5917185136","26880.84061840575","31925.07596251035","30922.69760356129","46095.02548037504","41166.14215212467","36300.93010843777","30379.70045397399","73081.90388740427","78296.104537775","71274.90260086676","40324.80338241489","15229.86727786379","4998.863917939061","102471.7289899872","34133.85097067699","72001.61391443825","111569.8214105366","4151.53763224569","39622.78952927583","72367.72794340238","22659.20184834665","85230.2576372737","41679.12217820666","41016.81176802809","64954.10575594663","48182.76106131119","61466.93415634932","49474.85811404906"
"IMF.STA:BOP(21.0.0)","CHE.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Switzerland","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4760.508005189748","6209.644722337346","7113.022301655592","7068.055800463127","8487.753971057085","12479.59020893212","3987.344035215218","2875.706656118709","1104.13593122043","-1401.398990262788","1732.842301738539","7415.430875418574","3211.638675367147","1296.468485113891","11272.03203179932","6145.560611142665","17619.59010568817","18201.45975794998","3923.992380350992","9836.48999603563","10705.48210671375","4635.079538430467","41125.84269834908","17703.97636902888","47737.94101106428","22212.84729758546","38580.67466863038","41856.8844888771","44936.01029532014","45846.54415968178","37446.2274952297","32847.10239733245","24840.43222952984","-35391.3975708052","19921.51519617339","-18697.91724953284","17515.93815029964","7438.11874965299","56256.0067504848","5230.868765850442","26659.76262415506","11078.61827458492","5764.32397876777","32623.87338159848","37049.75013886153","22183.91449418533","32238.25507721208","51586.55267662309"
"IMF.STA:BOP(21.0.0)","TLS.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Timor-Leste, Democratic Republic of","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-8.47808446190102","-8.69506168836722","-39.6979707526887","-47.95475066","-4.33280677","-82.05816854","-27.71577718333329","-43.19043895333326","-21.23882485602926","-30.3287","7.188","-6.715937467147996","-47.925664570816","155.2599356975231","628.8989358167654","358.05340259776","287.2660373534785","-131.459126668501","-227.7057792074918"
